iter	RMSE
393	6180224.117
394	6177451.549
395	6174695.466
396	6158011.946
397	6153008.981
398	6150257.4
399	6147532.335
400	6129237.583
401	6104233.982
402	6095726.687
403	6092977.234
404	6090273.102
405	6080037.706
406	6062284.469
407	6059596.229
408	6056929.419
409	6051082.135
410	6047751.615
411	6045100.175
412	6042466.469
413	6039839.745
414	6037233.237
415	6027924.212
416	6016635.979
417	6014035.912
418	6011453.074
419	6008878.386
420	5992713.701
421	5988060.527
422	5976779.912
423	5969072.856
424	5966482.524
425	5963596.227
426	5961035.735
427	5958493.896
428	5955964.383
429	5953450.934
430	5950955.299
431	5948468.859
432	5945992.756
433	5941591.127
434	5939123.987
435	5936675.363
436	5934230.432
437	5931794.706
438	5929370.208
439	5926951.693
440	5910766.505
441	5908358.306
442	5905956.623
443	5903570.071
444	5899835.9
445	5897462.543
446	5895103.5
447	5892753.989
448	5869154.934
449	5866815.825
450	5864491.738
451	5848744.01
452	5846418.51
453	5844113.245
454	5841819.777
455	5839546.005
456	5832042.37
457	5829777.875
458	5817063.06
459	5811089.576
460	5808825.065
461	5806572.56
462	5792031.626
463	5789777.218
464	5787541.599
465	5780871.675
466	5777894.786
467	5775674.746
468	5773461.548
469	5771255.715
470	5769065.098
471	5766886.021
472	5763283.332
473	5757852.785
474	5755678.697
475	5753510.943
476	5733918.348
477	5731749.737
478	5729594.033
479	5725737.834
480	5723588.838
481	5721443.241
482	5709370.785
483	5707229.446
484	5703454.173
485	5701327.692
486	5698377.471
487	5696255.18
488	5694143.436
489	5692036.199
490	5689937.17
491	5687853.201
492	5685775.025
493	5683706.123
494	5674527.816
495	5672461.606
496	5670401.137
497	5668349.913
498	5665654.45
499	5663616.077
500	5661587.233
501	5659565.079
502	5657546.314
503	5655533.602
504	5653527.183
505	5641313.831
506	5639304.056
507	5624483.999
508	5622484.569
509	5619435.85
510	5617448.007
511	5615466.021
512	5613496.09
513	5610565.242
514	5608603.829
515	5599709.601
516	5597753.405
517	5582495.601
518	5580534.832
519	5578590.445
520	5576656.379
521	5560931.468
522	5558996.552
523	5539740.726
524	5537806.006
525	5534528.846
526	5521333.958
527	5510387.129
528	5508470.181
529	5506563.817
530	5496664.826
531	5494769.406
532	5491430.601
533	5489544.255
534	5487668.856
535	5484549.215
536	5482682.272
537	5472136.605
538	5470273.83
539	5468423.134
540	5466580.47
541	5454258.854
542	5452495.074
543	5450662.127
544	5430334.997
545	5425686.91
546	5423840.792
547	5422103.532
548	5420288.365
549	5418481.094
550	5416680.429
551	5405005.229
552	5403212.582
553	5400598.666
554	5398812.19
555	5397030.832
556	5395334.951
557	5385355.193
558	5368389.902
559	5366611.967
560	5364846.65
561	5361798.014
562	5360041.112
563	5358292.724
564	5356552.746
565	5354816.612
566	5352356.148
567	5350624.71
568	5347628.782
569	5344747.904
570	5343023.49
571	5341305.438
572	5339594.841
573	5329714.564
574	5328000.336
575	5314044.887
576	5312375.631
577	5309707.343
578	5308007.742
579	5306310.347
580	5303517.547
581	5295710.539
582	5294017.577
583	5292329.543
584	5290647.911
585	5288974.729
586	5287304.083
587	5285642.053
588	5283244.242
589	5281586.161
590	5279933.272
591	5278323.056
592	5275600.935
593	5273958.86
594	5272319.793
595	5257197.967
596	5239005.372
597	5237340.569
598	5235706.357
599	5224690.73
600	5223061.497
601	5221487.903
602	5219873.54
603	5217551.535
604	5215942.751
605	5213734.866
606	5212129.215
607	5210627.199
608	5200542.043
609	5198943.895
610	5196282.306
611	5186301.294
612	5184707.927
613	5183121.357
614	5181542.189
615	5180021.944
616	5178455.063
617	5176891.969
618	5173640.021
619	5172082.373
620	5158801.08
621	5157232.774
622	5154612.041
623	5153059.464
624	5151510.055
625	5148815.983
626	5147271.828
627	5145784.876
628	5144250.54
629	5142723.549
630	5140450.821
631	5138927.144
632	5137409.919
633	5135895.96
634	5133648.882
635	5128029.986
636	5118552.865
637	5106915.916
638	5105384.532
639	5103875.992
640	5098639.774
641	5096111.897
642	5094606.127
643	5093106.054
644	5091611.428
645	5090123.176
646	5088699.119
647	5087223.618
648	5085751.437
649	5075037.907
650	5073563.903
651	5062526.226
652	5051681.72
653	5050251.076
654	5048774.823
655	5046127.36
656	5044317.157
657	5042848.6
658	5033703.598
659	5032237.466
660	5030839.611
661	5027161.845
662	5025709.762
663	5024264.041
664	5022823.726
665	5021389.774
666	5006205.585
667	5003788.061
668	5002343.793
669	5000908.926
670	4997770.369
671	4995706.005
672	4994279.298
673	4992860.903
674	4979627.173
675	4978195.242
676	4976776.141
677	4975367.955
678	4972986.096
679	4971584.735
680	4970188.744
681	4962451.223
682	4961053.76
683	4959667.377
684	4950957.763
685	4949625.483
686	4947234.005
687	4944798.128
688	4943412.292
689	4942031.86
690	4940658.656
691	4939289.891
692	4937386.821
693	4936080.046
694	4934717.734
695	4932624.219
696	4931265.838
697	4928537.126
698	4926512.187
699	4925155.468
700	4923366.185
701	4922010.935
702	4917904.65
703	4915889.486
704	4913719.962
705	4911861.19
706	4906986.627
707	4905630.421
708	4904342.606
709	4902536.599
710	4901130.952
711	4899786.226
712	4898445.966
713	4897112.613
714	4894806.989
715	4893474.185
716	4892144.32
717	4890820.068
718	4889497.988
719	4888179.392
720	4886864.791
721	4885555.268
722	4884248.48
723	4882944.649
724	4870930.325
725	4869623.152
726	4868322.114
727	4867024.015
728	4865115.485
729	4852713.191
730	4851413.851
731	4840745.294
732	4839446.093
733	4838159.084
734	4835854.429
735	4826170.053
736	4824880.862
737	4823598.944
738	4822319.842
739	4810762.254
740	4809481.759
741	4808269.959
742	4796745.673
743	4795466.177
744	4794196.128
745	4786322.714
746	4785050.242
747	4773257.383
748	4771978.575
749	4770711.904
750	4769447.611
751	4761411.992
752	4753554.621
753	4750468.175
754	4749199.822
755	4736243.796
756	4734975.397
757	4733720.004
758	4732475.082
759	4731234.399
760	4729996.541
761	4724698.49
762	4723464.906
763	4722235.189
764	4721009.571
765	4719788.325
766	4715566.465
767	4713837.573
768	4712620.829
769	4711407.474
770	4710195.243
771	4708987.846
772	4707783.2
773	4706580.787
774	4694088.632
775	4690578.724
776	4689371.001
777	4682001.27
778	4680798.039
779	4671006.979
780	4669802.141
781	4668605.617
782	4666573.28
783	4665381.835
784	4655975.291
785	4648457.532
786	4639542.732
787	4638343.187
788	4637155.059
789	4628501.605
790	4627318.095
791	4626135.615
792	4624251.611
793	4621103.319
794	4619925.472
795	4618742.524
796	4614101.961
797	4612930.174
798	4600116.857
799	4598933.006
800	4597759.247
801	4589215.301
802	4588049.601
803	4585678.551
804	4584518.215
805	4583012.601
806	4581855.742
807	4580701.725
808	4579551.863
809	4578406.449
810	4569385.387
811	4568239.793
812	4567096.859
813	4566022.035
814	4564891.412
815	4555779.587
816	4554644.045
817	4552934.478
818	4551803.548
819	4543091.057
820	4536963.792
821	4535828.188
822	4534702.925
823	4530262.105
824	4529132.969
825	4524069.995
826	4522944.835
827	4521415.667
828	4520294.858
829	4519179.712
830	4518068.632
831	4513817.791
832	4512708.926
833	4510186.103
834	4509084.117
835	4507373.243
836	4497235.162
837	4496130.913
838	4491773.669
839	4490673.971
840	4479761.855
841	4478653.866
842	4477555.579
843	4476467.529
844	4470991.714
845	4463366.181
846	4462274.353
847	4460232.893
848	4459146.807
849	4453303.421
850	4452219.921
851	4451140.738
852	4445346.847
853	4439241.693
854	4438155.662
855	4436339.099
856	4435264.636
857	4434191.687
858	4432567.221
859	4431497.44
860	4430486.668
861	4423198.237
862	4421467.902
863	4419913.538
864	4418848.043
865	4417536.765
866	4416476.156
867	4415419.931
868	4414368.232
869	4413321.307
870	4412305.342
871	4400775.361
872	4399725.366
873	4398682.792
874	4397135.922
875	4396098.3
876	4395097.945
877	4389910.812
878	4381765.161
879	4380726.59
880	4377251.156
881	4376273.161
882	4375285.268
883	4367548.412
884	4366520.141
885	4365554.906
886	4363413.713
887	4352318.785
888	4346845.499
889	4345807.899
890	4344780.992
891	4343757.34
892	4342739.251
893	4341724.582
894	4340713.389
895	4339704.872
896	4338697.99
897	4331168.86
898	4329500.52
899	4328489.189
900	4327488.597
901	4322978.153
902	4321972.043
903	4319708.37
904	4318710.769
905	4317777.492
906	4316853.89
907	4315977.368
908	4306419.076
909	4305420.284
910	4304432.847
911	4302444.628
912	4301535.297
913	4300020.944
914	4299083.973
915	4298105.563
916	4297212.208
917	4290379.634
918	4288761.874
919	4287780.688
920	4286271.498
921	4285299.002
922	4284327.96
923	4283360.154
924	4266393.858
925	4265417.551
926	4264450.077
927	4263488.178
928	4259053.184
929	4258093.167
930	4250953.624
931	4249994.653
932	4246650.212
933	4245694.907
934	4244742
935	4236100.352
936	4233975.055
937	4233013.135
938	4232061.077
939	4231114.178
940	4230171.242
941	4226330.767
942	4220154.42
943	4213881.061
944	4212927.097
945	4204813.515
946	4203862.411
947	4202918.138
948	4201878.514
949	4200937.435
950	4199501.895
951	4198567.567
952	4196485.459
953	4195552.823
954	4190693.742
955	4189761.512
956	4185533.11
957	4184514.44
958	4183586.753
959	4179821.545
960	4178897.088
961	4171651.575
962	4170724.444
963	4169804.359
964	4168887.087
965	4167627.96
966	4166714.077
967	4156181.088
968	4155263.872
969	4147321.046
970	4143674.121
971	4142758.374
972	4141847.168
973	4135269.869
974	4123158.409
975	4122225.608
976	4120860.389
977	4117130.148
978	4116211.05
979	4115299.223
980	4114392.472
981	4113486.108
982	4112588.724
983	4110842.796
984	4104111.939
985	4103216.856
986	4097175.49
987	4096281.654
988	4095392.065
989	4087854.252
990	4086963.432
991	4081152.035
992	4076500.382
993	4075610.571
994	4074388.187
995	4066421.832
996	4060327.673
997	4059433.122
998	4058545.114
999	4057660.752
